image,centroids
13_thumbnail8.bmp,"[(1228.9, 128.7), (1862.5, 148.4), (1580.5, 126.9), (1709.3, 195.8), (315.5, 140.3), (1040.1, 161.0), (748.6, 151.2), (187.9, 158.9), (376.7, 152.7), (704.5, 157.3), (1263.4, 145.7), (1556.0, 154.6), (571.9, 149.6), (875.4, 173.3), (1361.6, 182.6), (654.3, 167.4), (1450.4, 167.8), (447.2, 177.7), (544.6, 171.2), (1522.0, 173.2), (1218.3, 180.4), (1539.1, 170.5), (316.4, 191.7), (532.0, 190.5), (368.8, 207.6), (1022.0, 199.5), (518.5, 204.0), (993.5, 209.0), (912.8, 245.1), (1546.3, 309.8), (543.9, 321.6), (1708.4, 333.3), (1272.3, 300.8), (1226.5, 319.8), (727.3, 335.0), (1375.5, 321.6), (1859.1, 352.9), (392.7, 324.2), (887.5, 327.7), (193.7, 359.0), (773.6, 314.1), (1047.3, 348.7), (516.8, 371.8), (1198.2, 394.8), (1532.6, 451.8), (365.7, 406.7), (1838.7, 469.8), (1336.4, 463.8), (750.8, 470.1), (1611.0, 449.5), (575.6, 475.8), (425.5, 466.6), (846.6, 484.6), (1270.3, 490.1), (1708.2, 486.3), (528.2, 485.1), (1197.2, 503.2), (1050.1, 504.1), (214.0, 512.5), (400.6, 497.3), (1327.5, 511.4), (1495.2, 508.6), (424.6, 522.8), (934.4, 527.8), (754.9, 535.8), (167.8, 528.0), (260.3, 555.7), (1019.5, 612.2), (1161.4, 624.5), (537.3, 664.2), (1916.8, 637.7), (1575.8, 655.3), (106.9, 623.1), (1724.6, 643.3), (253.5, 650.0), (1042.2, 668.5), (1226.3, 655.4), (371.2, 670.1), (737.3, 688.0), (873.5, 681.7), (1386.4, 680.7), (1666.9, 663.3), (169.7, 672.5), (1501.4, 715.9), (928.1, 756.7), (1052.4, 754.6), (1497.3, 761.0)]"
13_thumbnail9.bmp,"[(375.7, 115.8), (490.4, 98.2), (1073.8, 135.9), (394.2, 101.0), (1864.0, 133.3), (1162.9, 110.2), (770.2, 139.3), (545.2, 143.9), (1196.8, 158.6), (1772.3, 145.1), (1758.3, 149.2), (1265.7, 142.6), (1710.5, 154.6), (218.8, 156.1), (893.0, 190.9), (1381.6, 172.7), (1543.1, 168.5), (1661.4, 169.3), (448.1, 177.4), (161.0, 180.9), (1494.4, 177.2), (316.6, 191.7), (386.3, 281.0), (231.1, 334.7), (1375.6, 325.2), (1848.3, 324.8), (1077.3, 322.3), (1568.9, 316.1), (567.1, 307.4), (738.3, 317.9), (888.7, 323.6), (1155.5, 319.8), (528.2, 323.8), (1208.6, 329.6), (1720.7, 364.7), (1492.3, 340.1), (1256.8, 369.7), (766.7, 366.9), (1776.3, 355.2), (516.8, 372.0), (1197.9, 395.9), (366.0, 407.4), (887.2, 459.0), (1687.6, 455.6), (1542.4, 475.1), (745.2, 465.1), (1612.7, 450.3), (1746.1, 460.0), (554.6, 494.8), (1315.2, 481.5), (1880.5, 514.2), (1055.5, 509.3), (209.7, 510.0), (346.1, 516.8), (1205.3, 507.6), (1380.5, 498.4), (1138.3, 494.6), (1172.5, 500.0), (1494.3, 507.1), (753.3, 530.0), (158.8, 526.9), (255.3, 553.4), (1253.6, 644.6), (397.6, 628.9), (889.2, 626.7), (1896.1, 628.0), (1339.8, 626.7), (1584.6, 627.0), (252.1, 636.2), (531.8, 671.9), (105.8, 622.2), (1707.5, 663.6), (1037.2, 668.1), (744.6, 690.2), (1408.0, 662.0), (1019.8, 688.1), (1501.3, 715.8), (928.0, 756.6), (1052.8, 755.2), (1496.9, 761.4)]"
14_thumbnail1.bmp,"[(805.8, 41.2), (938.1, 49.8), (1071.8, 96.2), (1176.0, 44.3), (751.9, 78.6), (1126.0, 52.0), (1153.1, 86.6), (1971.4, 65.7), (270.8, 143.3), (491.8, 63.9), (690.2, 68.8), (674.8, 74.3), (1827.6, 82.7), (1879.5, 66.0), (1207.7, 70.2), (1765.5, 72.5), (558.1, 283.0), (501.1, 91.0), (1340.5, 182.4), (1244.7, 109.3), (936.5, 96.1), (1666.5, 187.1), (377.3, 111.2), (1931.1, 105.5), (1494.4, 142.3), (817.4, 126.3), (1756.8, 117.4), (400.3, 129.6), (974.5, 173.6), (1421.4, 144.2), (1882.0, 210.6), (339.4, 201.6), (1770.6, 156.3), (1282.5, 156.0), (1117.6, 308.3), (1387.1, 304.9), (788.5, 191.2), (1091.9, 187.2), (373.2, 210.1), (734.7, 201.1), (435.1, 194.4), (1919.4, 217.9), (812.9, 346.0), (664.8, 270.4), (966.0, 224.0), (1168.3, 226.0), (1674.9, 254.0), (328.9, 408.4), (949.5, 241.3), (1827.6, 250.5), (982.3, 308.4), (213.8, 267.6), (413.1, 271.2), (1198.7, 287.2), (1294.0, 264.0), (1953.6, 276.8), (662.0, 288.7), (1514.8, 291.1), (1697.9, 387.7), (1776.3, 334.2), (384.8, 312.3), (1939.9, 319.3), (1037.2, 330.0), (231.2, 416.0), (209.5, 333.5), (647.5, 377.7), (427.2, 372.5), (1909.4, 407.5), (1152.9, 479.7), (1489.4, 397.3), (1813.9, 374.2), (1051.2, 384.7), (1777.6, 417.3), (668.0, 414.0), (978.3, 459.3), (768.0, 421.2), (1238.0, 417.0), (1798.1, 421.8), (1397.5, 594.5), (1384.4, 434.7), (575.4, 434.2), (1816.3, 440.2), (1853.0, 435.0), (616.6, 441.3), (1848.8, 533.6), (829.6, 458.6), (1052.0, 472.1), (1658.7, 478.7), (902.4, 538.6), (679.5, 529.2), (1742.3, 495.4), (1210.7, 501.1), (1634.7, 506.8), (969.5, 519.1), (384.8, 528.2), (627.5, 521.0), (1450.1, 535.9), (636.0, 639.8), (483.8, 544.0), (1648.9, 597.0), (228.4, 598.1), (1064.9, 561.7), (814.3, 651.9), (1715.1, 551.9), (465.0, 608.0), (349.3, 573.6), (324.3, 594.9), (1759.4, 596.4), (975.7, 620.4), (330.6, 677.9), (1812.9, 641.2), (1764.1, 619.1), (319.0, 619.0), (1724.2, 658.9), (538.8, 665.4), (105.0, 624.0), (1049.9, 700.6), (1146.8, 651.4), (386.1, 660.1), (434.7, 678.3), (1595.6, 658.2), (922.1, 667.1), (1918.0, 660.8), (1949.8, 663.9), (1660.8, 708.2), (587.1, 677.6), (1932.4, 690.4), (958.3, 714.8), (1432.6, 711.1), (246.2, 712.8), (1825.1, 717.5), (1953.9, 701.5), (854.9, 744.3), (206.7, 715.0), (638.5, 752.8), (1431.2, 735.1), (204.8, 745.3), (1548.0, 754.2), (909.1, 763.1), (1741.5, 764.5)]"
14_thumbnail2.bmp,"[(1427.2, 34.2), (1072.2, 98.4), (264.3, 52.1), (1892.6, 171.9), (547.1, 178.1), (1223.8, 152.8), (964.8, 87.8), (809.8, 71.8), (1025.1, 81.0), (1678.3, 190.6), (1402.9, 97.7), (1008.5, 82.0), (1104.8, 88.9), (1692.2, 85.0), (706.4, 137.0), (262.9, 152.4), (817.3, 124.0), (392.9, 104.5), (1803.4, 94.5), (1514.8, 107.5), (426.2, 111.5), (1584.5, 118.6), (363.1, 121.8), (1379.2, 145.9), (1422.1, 157.8), (889.4, 148.7), (971.1, 275.7), (1332.0, 156.6), (1340.0, 217.8), (1481.0, 252.1), (436.2, 193.2), (1071.2, 194.2), (316.0, 193.3), (366.4, 233.4), (1919.9, 218.5), (1134.0, 239.1), (806.4, 287.1), (440.8, 223.4), (400.8, 239.2), (380.0, 240.0), (1163.8, 251.0), (1827.5, 250.6), (223.4, 275.4), (891.7, 252.3), (1119.0, 404.7), (1953.7, 277.9), (559.3, 281.5), (1881.0, 279.6), (1697.8, 293.6), (598.1, 366.0), (661.5, 300.7), (1366.5, 447.3), (1771.8, 338.5), (1608.5, 314.7), (557.3, 300.2), (1125.1, 308.9), (387.4, 324.4), (1939.9, 319.5), (532.0, 310.0), (279.0, 320.2), (1698.8, 320.2), (1226.0, 311.5), (1429.8, 313.0), (1043.7, 317.2), (1416.6, 330.2), (1047.3, 336.8), (1437.1, 343.8), (242.8, 370.6), (305.3, 344.4), (347.6, 410.5), (1880.3, 379.0), (1694.2, 361.3), (1557.7, 377.6), (422.5, 386.1), (1813.7, 374.9), (1664.2, 431.8), (810.3, 432.3), (274.6, 382.4), (1266.7, 413.6), (1767.7, 416.3), (1919.1, 434.7), (1798.1, 423.3), (1781.7, 422.1), (264.5, 492.4), (1815.3, 441.2), (460.2, 452.1), (1236.4, 461.2), (1832.3, 499.0), (646.4, 610.4), (1524.8, 509.1), (572.5, 483.1), (886.6, 492.3), (487.4, 541.0), (1284.0, 472.0), (1139.7, 579.6), (447.4, 491.1), (1742.9, 496.2), (1210.5, 502.3), (1635.0, 503.2), (419.0, 503.4), (268.2, 584.9), (872.7, 640.8), (983.8, 528.3), (1039.6, 546.8), (939.6, 551.9), (1909.7, 569.2), (1616.8, 579.5), (358.7, 567.0), (886.3, 564.4), (1264.1, 664.9), (438.9, 595.0), (1764.2, 595.8), (1872.3, 608.2), (1831.0, 665.0), (1290.0, 600.5), (1451.4, 673.3), (389.9, 666.2), (1845.1, 613.4), (714.2, 635.6), (1764.0, 619.5), (1723.4, 659.4), (104.6, 624.4), (1061.1, 687.4), (1019.1, 644.9), (272.9, 638.3), (550.3, 645.0), (1917.7, 661.7), (1951.0, 666.3), (1661.8, 709.1), (1325.4, 683.4), (1933.2, 692.4), (227.4, 694.1), (197.0, 692.9), (422.1, 707.4), (1952.6, 701.6), (1164.1, 718.6), (450.1, 720.0), (383.7, 731.2), (645.6, 753.8), (1135.0, 737.4), (1741.1, 764.7)]"
20_thumbnail1.bmp,"[(625.8, 459.3)]"
20_thumbnail10.bmp,"[(1269.3, 131.5), (295.0, 187.5), (494.1, 191.7), (554.0, 193.0), (724.7, 320.4), (883.7, 197.7), (968.0, 197.1), (1032.8, 197.1), (417.8, 201.2), (516.0, 207.0), (590.0, 210.0), (1014.0, 210.5), (462.2, 220.9), (503.0, 226.0), (415.0, 226.0), (759.6, 239.9), (470.5, 244.6), (1047.0, 263.0), (412.0, 266.0), (1045.0, 349.1), (404.2, 360.5), (489.0, 294.0), (968.1, 366.2), (704.1, 366.4), (739.0, 379.0), (623.0, 384.0), (952.0, 400.0), (972.8, 408.4), (365.4, 406.9), (451.0, 409.0), (933.1, 428.3), (704.9, 435.9), (1049.9, 433.8), (982.2, 455.9), (634.0, 440.0), (890.3, 471.2), (834.4, 467.0), (809.0, 447.0), (1049.1, 462.3), (656.0, 452.0), (687.0, 457.6), (772.1, 502.8), (784.0, 456.0), (744.0, 464.0), (716.0, 466.0), (940.4, 483.4), (523.0, 468.5), (396.0, 472.0), (492.7, 473.0), (1000.0, 470.0), (683.0, 475.0), (457.0, 479.0), (517.0, 483.0), (659.3, 496.8), (726.0, 489.0), (973.0, 489.0), (713.0, 490.0), (500.8, 496.1), (923.5, 498.6), (1049.0, 495.5), (408.2, 512.4), (631.3, 512.6), (847.9, 501.3), (472.0, 507.0), (1048.0, 513.3), (906.5, 514.0), (679.5, 520.7), (719.4, 515.6), (396.3, 519.9), (816.3, 532.9), (1013.0, 516.0), (514.6, 527.2), (490.0, 524.0), (698.0, 529.0), (568.0, 534.0), (707.0, 539.0), (846.7, 540.9), (652.5, 551.0), (662.0, 611.0), (440.0, 614.4), (687.0, 617.0), (706.5, 617.0), (107.3, 623.8), (1020.4, 687.5), (1495.0, 725.6), (1394.7, 729.7), (922.1, 750.2), (1054.6, 755.5)]"
20_thumbnail11.bmp,"[(110.2, 623.0), (1496.5, 724.9), (1395.0, 729.6), (921.7, 748.8), (1054.9, 755.4)]"
20_thumbnail12.bmp,"[(1076.2, 118.8), (1171.5, 146.6), (1354.9, 150.5), (1282.0, 154.0), (1398.4, 171.2), (436.5, 193.4), (997.9, 196.3), (317.0, 193.0), (331.8, 217.6), (450.7, 217.9), (168.7, 239.1), (1873.3, 240.3), (852.9, 244.8), (1771.9, 298.4), (1133.3, 321.7), (270.1, 354.7), (437.1, 351.6), (474.1, 360.6), (397.7, 362.9), (492.6, 366.2), (503.0, 390.9), (634.0, 404.9), (224.5, 411.0), (1351.6, 413.4), (765.1, 420.2), (894.4, 418.9), (1224.2, 448.3), (802.9, 505.0), (1595.0, 512.5), (324.9, 510.6), (1044.1, 576.4), (1821.4, 586.6), (106.0, 624.5), (549.5, 633.9), (1884.0, 685.5), (1515.1, 708.5), (1231.0, 731.5), (909.7, 762.8), (356.7, 773.1), (1481.5, 772.6)]"
20_thumbnail13.bmp,"[(1076.0, 115.1), (1170.1, 146.7), (1356.2, 148.0), (1398.4, 172.1), (435.7, 193.6), (996.6, 196.6), (316.5, 193.5), (450.5, 217.5), (331.0, 217.8), (168.3, 239.3), (1872.0, 240.0), (852.4, 245.0), (1550.0, 255.0), (910.0, 280.0), (1771.4, 298.2), (1132.7, 322.3), (434.9, 351.9), (269.3, 356.2), (473.6, 359.7), (396.6, 364.4), (492.3, 366.4), (502.1, 390.7), (633.7, 404.4), (224.4, 410.3), (1349.9, 413.6), (765.5, 420.2), (893.8, 418.6), (1223.9, 447.9), (802.8, 502.7), (1594.4, 510.0), (328.7, 513.6), (1043.7, 576.6), (1820.5, 588.0), (105.0, 624.5), (550.9, 635.1), (1880.1, 681.0), (229.1, 695.6), (1515.0, 708.8), (1230.6, 732.1), (912.6, 761.5), (357.5, 772.9), (1480.5, 774.0)]"
20_thumbnail14.bmp,"[(1076.0, 116.5), (1176.7, 144.9), (1357.6, 146.7), (1286.0, 155.0), (1135.0, 158.0), (1399.2, 171.7), (436.2, 192.8), (997.8, 196.0), (316.0, 193.0), (451.4, 217.8), (331.9, 217.8), (169.3, 239.3), (853.3, 245.3), (1550.8, 255.3), (911.0, 280.0), (1772.2, 298.2), (1133.5, 318.7), (270.2, 355.8), (434.7, 352.5), (473.5, 361.2), (397.5, 364.8), (493.3, 366.3), (502.9, 391.6), (634.0, 404.3), (225.4, 411.0), (1353.1, 412.9), (766.7, 420.6), (895.2, 419.1), (522.1, 431.2), (1224.5, 448.1), (803.4, 504.0), (1595.0, 514.0), (329.6, 514.4), (1044.8, 573.0), (1814.0, 577.8), (551.0, 638.0), (1881.9, 682.9), (229.5, 695.5), (1516.7, 709.0), (911.5, 762.4), (357.1, 773.2), (1480.8, 773.1)]"
20_thumbnail15.bmp,"[(1074.4, 116.2), (1175.3, 144.6), (1356.2, 146.2), (1285.0, 154.4), (1398.2, 170.4), (435.4, 192.8), (314.5, 192.0), (449.8, 216.7), (332.6, 227.2), (167.8, 238.3), (851.9, 244.0), (1549.5, 253.5), (1771.3, 297.4), (1132.4, 317.2), (268.7, 353.7), (434.1, 351.7), (472.7, 360.2), (492.0, 365.3), (396.0, 364.4), (501.8, 390.4), (633.7, 403.7), (224.0, 409.8), (1351.9, 414.0), (353.0, 413.0), (765.7, 419.9), (893.3, 417.8), (520.1, 429.5), (1223.6, 447.3), (809.0, 507.6), (1594.0, 512.0), (326.3, 513.2), (1043.3, 570.9), (1813.1, 576.7), (546.5, 630.0), (1876.0, 684.0), (228.5, 694.6), (1516.3, 705.0), (908.5, 764.9), (357.2, 772.5), (1481.2, 773.2)]"
20_thumbnail16.bmp,"[(1427.0, 106.0), (1075.1, 115.2), (1175.9, 144.0), (1356.8, 147.3), (1286.2, 153.8), (1135.0, 158.0), (1398.9, 171.0), (999.8, 194.7), (316.5, 193.1), (451.1, 217.3), (337.1, 224.6), (168.8, 238.4), (853.2, 244.2), (1550.0, 253.5), (1133.5, 316.7), (435.4, 327.4), (270.2, 354.0), (469.5, 359.9), (396.9, 363.6), (493.2, 365.3), (503.0, 390.5), (634.3, 403.4), (227.6, 407.2), (561.0, 404.0), (1352.7, 412.4), (354.0, 412.5), (766.5, 419.6), (894.6, 418.0), (520.5, 429.1), (1224.8, 447.4), (328.9, 513.6), (1045.8, 570.8), (1814.0, 576.4), (548.0, 634.1), (1881.5, 674.0), (230.0, 696.0), (1516.2, 707.9), (909.1, 764.6), (356.8, 772.2), (1483.0, 773.5)]"
20_thumbnail17.bmp,"[(1075.2, 116.3), (1176.6, 145.2), (1352.7, 147.8), (1131.3, 158.4), (1286.0, 154.5), (1399.1, 173.5), (999.6, 195.7), (315.0, 195.0), (1596.0, 209.7), (1556.8, 209.9), (696.9, 213.6), (1362.8, 212.6), (1524.5, 210.3), (1096.0, 210.0), (1143.6, 213.5), (1010.5, 212.5), (1196.9, 212.7), (996.0, 218.0), (1622.7, 223.8), (336.5, 224.9), (1645.5, 223.0), (1569.0, 223.0), (1111.4, 226.3), (1508.5, 228.0), (1100.5, 233.0), (505.0, 233.0), (168.4, 239.2), (647.0, 238.0), (555.0, 336.1), (952.0, 241.3), (982.2, 243.5), (1619.5, 256.1), (922.6, 317.1), (394.0, 247.5), (711.0, 248.0), (926.0, 249.0), (1016.0, 249.0), (1436.9, 256.5), (1510.5, 252.0), (1276.1, 315.2), (787.5, 260.0), (1652.4, 263.6), (1408.5, 269.0), (1505.7, 270.0), (1147.4, 271.8), (1193.0, 269.0), (1637.7, 274.2), (1523.7, 276.7), (392.0, 276.0), (801.7, 280.0), (820.2, 285.7), (1382.6, 277.6), (1601.0, 277.0), (763.6, 286.0), (968.3, 282.7), (1633.9, 322.4), (1677.6, 394.8), (1181.3, 290.2), (1436.0, 289.0), (1034.1, 394.3), (1412.0, 292.3), (1538.5, 290.0), (1506.2, 306.0), (1683.6, 293.9), (1160.7, 351.7), (1584.8, 300.7), (1772.7, 302.0), (433.0, 300.0), (770.0, 316.6), (1104.8, 327.6), (1346.8, 305.5), (1200.5, 302.0), (383.7, 379.5), (1543.4, 322.8), (1174.1, 314.0), (1366.0, 313.0), (1196.0, 317.5), (846.4, 319.4), (1383.2, 328.1), (1567.6, 329.1), (1359.0, 328.0), (1340.2, 338.2), (1496.5, 329.0), (672.3, 348.2), (863.0, 330.0), (751.6, 345.4), (1584.6, 336.4), (1612.9, 341.4), (1430.4, 363.6), (1376.1, 353.8), (1250.0, 348.5), (270.5, 356.1), (434.0, 352.0), (1261.8, 375.7), (1559.9, 358.4), (1328.0, 354.0), (1582.5, 362.0), (979.7, 365.7), (1342.0, 369.0), (1114.0, 373.5), (1467.0, 372.0), (1288.5, 380.3), (1388.5, 377.3), (1529.0, 373.0), (1640.5, 376.0), (1593.8, 385.5), (687.9, 385.9), (656.8, 386.7), (891.5, 417.7), (1502.0, 383.5), (1522.0, 383.0), (795.6, 384.7), (778.5, 391.0), (1634.0, 390.0), (1377.5, 391.0), (1164.5, 399.9), (1649.0, 392.0), (1299.9, 401.5), (1505.0, 401.5), (641.0, 399.0), (671.3, 409.1), (1277.4, 403.4), (228.0, 408.0), (821.6, 420.4), (729.5, 421.0), (1109.3, 449.9), (981.3, 427.0), (937.8, 429.0), (1240.6, 429.4), (1528.3, 429.6), (1596.2, 432.0), (1656.5, 432.5), (1630.7, 466.2), (991.0, 434.0), (702.0, 439.0), (1543.5, 441.0), (978.8, 452.2), (857.8, 461.5), (1656.0, 448.0), (1328.0, 449.0), (1019.0, 450.0), (1640.5, 451.5), (722.0, 452.0), (1602.0, 466.8), (1445.0, 464.0), (1151.0, 468.6), (497.0, 470.0), (1574.0, 478.8), (385.7, 480.8), (1229.0, 477.0), (1449.7, 483.2), (1506.0, 480.0), (1254.1, 482.9), (1327.0, 481.0), (865.0, 489.0), (595.0, 492.0), (1594.0, 492.0), (1011.0, 493.0), (1651.4, 494.4), (612.0, 497.0), (391.7, 514.2), (496.5, 502.0), (378.0, 503.5), (1156.0, 507.0), (1481.0, 508.0), (329.0, 513.0), (1050.0, 523.8), (644.0, 516.0), (786.6, 516.6), (578.3, 517.8), (379.0, 518.0), (545.0, 520.0), (1672.0, 523.0), (1684.0, 523.0), (590.0, 524.0), (896.0, 525.0), (1671.0, 539.0), (675.0, 541.0), (804.0, 541.0), (620.2, 556.6), (856.1, 557.4), (1218.0, 555.0), (596.5, 556.0), (962.1, 557.4), (1243.4, 561.1), (398.0, 560.0), (483.9, 565.6), (1332.0, 561.0), (1367.6, 567.8), (756.0, 573.3), (989.0, 568.0), (1155.0, 569.0), (1450.3, 570.2), (1558.0, 569.0), (1571.6, 571.1), (1814.4, 577.9), (631.0, 581.0), (1596.0, 584.0), (1380.0, 633.0), (1517.5, 634.0), (575.0, 636.0), (790.0, 636.0), (807.0, 636.0), (826.5, 636.0), (865.5, 636.0), (931.0, 637.0), (413.0, 638.0), (1512.8, 705.7), (918.0, 757.0), (357.0, 772.9), (1481.1, 774.4)]"
20_thumbnail18.bmp,"[(1422.5, 103.0), (1075.0, 115.8), (1175.7, 144.6), (1352.8, 148.0), (1286.2, 154.5), (1131.1, 158.6), (1398.1, 173.4), (1595.1, 192.2), (999.5, 196.0), (1479.6, 197.1), (315.0, 195.0), (1309.6, 202.9), (1129.5, 208.8), (1564.6, 206.9), (1092.0, 207.0), (1169.5, 208.6), (884.5, 212.7), (615.8, 213.9), (394.7, 218.3), (1220.0, 217.0), (1098.6, 222.9), (1278.1, 223.0), (336.5, 225.0), (1198.0, 231.0), (543.9, 238.2), (168.3, 239.1), (976.5, 308.5), (947.8, 239.3), (554.5, 315.7), (654.5, 240.0), (864.0, 239.0), (517.5, 241.5), (588.5, 240.0), (703.0, 240.0), (791.5, 243.0), (1570.0, 243.0), (688.9, 250.0), (627.9, 273.6), (1478.0, 261.3), (1095.5, 259.1), (1246.0, 294.7), (1583.7, 268.5), (758.4, 288.3), (1325.0, 260.0), (485.7, 304.8), (832.2, 284.7), (911.5, 299.8), (1048.5, 262.0), (1259.0, 263.5), (1679.9, 361.0), (1415.0, 273.2), (690.5, 276.6), (1314.7, 273.4), (392.0, 271.5), (1159.9, 287.0), (663.1, 281.0), (1466.0, 281.0), (1625.1, 292.3), (396.0, 284.0), (1010.0, 285.0), (1507.7, 295.9), (1033.7, 366.0), (1607.0, 292.0), (383.0, 376.0), (1198.0, 298.0), (1771.7, 301.9), (1333.5, 299.0), (1584.4, 304.1), (630.9, 314.5), (694.8, 307.2), (1543.5, 308.3), (1167.0, 305.0), (1315.5, 331.4), (662.2, 315.8), (462.5, 312.0), (857.3, 310.1), (876.5, 312.5), (1143.4, 320.6), (1100.3, 325.2), (1477.5, 319.8), (1566.5, 313.5), (1285.0, 315.0), (444.3, 322.8), (722.1, 319.3), (1173.0, 320.5), (751.2, 332.3), (1370.0, 322.0), (1650.5, 330.7), (1238.5, 332.7), (1165.3, 341.5), (689.3, 331.6), (1582.5, 331.5), (844.4, 334.3), (882.0, 339.5), (1410.0, 344.0), (1568.0, 345.0), (618.2, 351.6), (1094.5, 351.0), (270.3, 355.0), (894.3, 401.0), (1399.0, 351.0), (688.1, 358.2), (1414.7, 360.8), (1590.5, 360.0), (826.0, 362.0), (1243.0, 376.9), (1399.5, 366.5), (1639.0, 362.0), (759.0, 363.0), (1163.5, 365.3), (1089.0, 364.0), (1471.0, 367.0), (622.0, 368.0), (510.1, 407.5), (1391.0, 373.0), (1547.4, 377.1), (1262.4, 377.4), (1292.9, 379.8), (1090.2, 392.9), (1585.8, 381.8), (1165.8, 394.5), (1216.2, 382.9), (683.7, 385.5), (1503.1, 386.7), (825.9, 390.1), (1127.7, 387.3), (615.0, 388.0), (765.4, 389.4), (1297.0, 392.5), (636.0, 394.0), (1478.3, 400.1), (1121.7, 407.2), (1647.0, 398.0), (1523.0, 402.0), (1593.6, 403.6), (227.8, 408.0), (1233.5, 404.0), (1421.0, 408.0), (354.0, 413.0), (723.0, 413.0), (813.0, 413.0), (615.6, 417.2), (795.6, 420.4), (983.2, 425.6), (712.3, 426.7), (765.1, 427.4), (936.0, 428.5), (828.0, 430.5), (953.8, 433.3), (494.6, 441.7), (693.7, 444.5), (429.0, 440.5), (1054.0, 441.5), (1644.0, 440.0), (1587.0, 446.0), (1103.5, 468.1), (984.0, 450.0), (1646.0, 454.5), (1031.0, 456.0), (1624.9, 463.7), (763.0, 462.3), (1158.5, 476.0), (446.8, 475.1), (826.7, 464.0), (1689.4, 492.7), (1041.9, 493.7), (1498.5, 466.0), (568.0, 468.0), (475.5, 469.0), (593.5, 470.5), (886.9, 487.3), (662.2, 480.4), (739.5, 472.0), (1362.1, 473.5), (1645.2, 478.1), (389.1, 499.5), (538.7, 489.9), (943.9, 477.9), (1307.0, 478.0), (1283.0, 479.0), (596.9, 490.2), (1574.0, 483.0), (1010.5, 489.4), (1232.8, 487.2), (830.5, 486.5), (491.0, 496.3), (1392.0, 489.5), (813.1, 490.4), (680.5, 493.9), (746.8, 491.2), (797.0, 493.0), (932.5, 497.0), (1676.7, 503.5), (1311.0, 497.0), (960.1, 502.9), (1248.0, 504.0), (1055.0, 505.5), (827.0, 507.0), (429.0, 513.5), (332.0, 515.0), (377.2, 520.9), (777.0, 519.0), (900.0, 519.0), (1056.0, 520.5), (1029.0, 528.3), (1685.5, 540.3), (1094.0, 542.0), (608.0, 544.0), (680.0, 545.0), (1044.0, 551.0), (1280.0, 545.5), (1601.5, 546.0), (1154.0, 548.0), (1205.5, 553.0), (1315.2, 558.8), (536.0, 557.0), (518.2, 559.1), (558.1, 567.3), (611.0, 559.0), (858.0, 560.4), (880.0, 560.5), (965.0, 566.0), (826.4, 567.0), (728.5, 565.0), (622.5, 568.2), (1096.0, 567.5), (893.5, 572.0), (759.2, 572.4), (1814.3, 577.8), (1096.0, 615.0), (1373.0, 620.0), (1354.5, 623.0), (516.0, 636.0), (541.3, 636.0), (579.5, 636.0), (420.5, 637.0), (626.0, 645.0), (1883.0, 675.0), (1512.5, 706.9), (906.3, 766.0), (357.3, 772.5), (1482.0, 773.0)]"
